,text,score
380,"JESUS WAS CRUCIFIED FOR BREAKING THE LAW, you cosmic jackass. https://t.co/qZz92q4rgb",38069
381,WARNING PRAYER OVERLOAD IN ANGLICAN SECTOR #ENGCRO,25681
382,I'm not pro-life. In fact if you know My track record I'm far more pro-death.,36962
383,"Alexa, run the universe for Me.",35297
384,I made life 100% meaning-free.,22892
385,"Here I am. Now go, bastard. https://t.co/fDr3DG4ZVh",42011
386,Heat waves used to be My fault but not anymore.,20630
387,New selfie. Honestly I'm not in a good place right now. https://t.co/hzj77eu1Wh,26014
388,To be too corrupt to stay in the Trump Administration is an amazing achievement.,32197
389,"Anything for you, Gary! https://t.co/iJh3Q3bCOK",36766
390,I am joining the Golden State Warriors.,66148
391,Please retweet this to spread the word that the upcoming week will be the worst in recorded human history. Thanks!,23370
392,"See, that kind of statement makes Me angry, Lionel. https://t.co/jzYaiYA3zk",29342
393,Admission to heaven is determined by aggregate number of yellow cards.,19816
394,Once you're dead that's it.,23512
395,Jesus regrets dying for any of you.,44323
396,In a unanimous 1-0 ruling I have just found that the Supreme Court is going to hell.,28121
397,If anyone asks I’m Canadian.,97762
398,"Can you believe that a televangelist named Franklin Graham refused to follow the teachings of Christ &amp; asked immigrant families to leave because they were Mexican? Talk about discrimination! I've met Franklin, and he's a racist asshole. https://t.co/NlQNxsygXd",40221
399,You were a bad idea.,31909
400,"Nice job, Bay Area man! I told you to keep it between you and Me!!! https://t.co/NTa3lP3yWP",24968
401,Deep down I know I don’t exist but I’m too afraid to admit it.,32848
402,Children should be seen and not herded up like animals.,22873
403,I GOT A NEW PUPPY! Her name is Rosie and she’s a Maltipoo and she’s the sweetest thing ever! All dogs go to heaven but this one gets to live with Me! #selfblessed https://t.co/aa50S1poJr,15801
404,Donald Trump deserves to be reunited with his parents.,64695
405,"The less you know, the more you think you do.",18548
406,Remember basic human decency? Good times.,64808
407,Retweet this or face unimaginable consequences.,24413
408,¡GOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOL!,24715
409,#Ronaldo is one I'll take credit for.,62644
410,I suck at My job. https://t.co/DxY0IcZmGa,55633
411,Human beings were not designed to handle social media.,35773
412,Not pictured: a human being. https://t.co/bDSGUpEDmO,32337
413,If you can't get along with Canada you're not human.,227639
414,Don't worry. There's a place in hell for EVERYBODY.,28584
415,I will never consider a pardon for Donald Trump.,49996
416,"""Football Team"" should not be in capitals.""Locker Room"" should not be in capitals.""National Anthem"" should not be in capitals.And you should not be in the capital. https://t.co/j42m0PdlHc",41363
417,"I should do something, but I won't, because I never do.",22820
418,I'm bored. Thinking about fucking some shit up.,41321
419,"For the record, My personal pronouns are He/His. Or She/Hers. Or Its. Honestly I don't care what gender you use, but if it's not capitalized you're going to hell.",24118
420,"Gay, straight, bisexual, transgender, intersex: you are all equally, gloriously smiteable in My eyes. #PrideMonth",35440
421,Never before have so many people prayed for a single heart attack.,35087
422,Here's three big fake boobs. https://t.co/IbPNqu3UxC,25320
423,DRUG-TO-SOCIAL-ILL CONVERSION CHARTAmbien    RacismProzac     Sexual HarassmentXanax      Climate ChangeAtavin      Income InequalityNexium    Crumbling InfrastructureLipitor      Third World DebtMeth        Meth,27310
424,I was on Ambien when I created mankind.,61179
425,"Man, televangelists do NOT get sarcasm. https://t.co/2c1h6rCr3c via @usatoday",16424
426,".@realDonaldTrump's Twitter statements are abhorrent, repugnant and inconsistent with My values, and I have decided to cancel his Presidency.",42874
427,"This is not the first time I've said this, but it continues to be applicable:Fuck you, asshole. https://t.co/c4H7lKMHay",50334
428,Not him! He was My favorite Me! https://t.co/N4wagrkOXg,22188
429,Wrong. Most of them turn out stupid. https://t.co/1xUO4ej1oA,25510
430,The #sinkhole isn't from Me. It's from Satan. It's his way of telling Trump the contract is expiring.,31332
431,"Retweet this and you'll go to heaven. (Yes, the standards are now that low.)",47868
432,I have a plan for your life. In most cases that plan involves suffering and unhappiness.,30323
433,I'm sick and tired of saving the Queen. #RoyalWedding,36005
434,American society is insane. That is not a metaphor. That is the literal truth.,22321
435,Fuck you asshole. https://t.co/1P5iwFGTLq,223419
436,Retweeting this is your last best hope to save the planet.,13250
437,My aim's not what it used to be. https://t.co/VGxmUux5s8,351647
438,“52 Palestinians” rolls off the journalistic tongue in a way “52 human beings” just doesn’t.,27317
439,"Do not believe in Me and I will never, ever let you down.",27530
440,#Eurovision always makes Me feel like I made one continent too many.,24146
441,I have been canceled by Fox.,41715
442,"Now, more than ever, dogs.",30660
443,I will be eligible to be a god in India as soon as I get my Aadhaar card.,27880
444,I am now both the biggest unverified account on Twitter and the biggest unverified entity in the universe.,88538
445,At this point the US should just withdraw from Earth.,68636
446,Retweet this in the next half-hour for a free admission to heaven and 25% discount at Olive Garden.,34412
447,"This was indeed a delightful exchange, Ricky. But next time I’ll do it with Steve Carell and it will last much, much longer. https://t.co/rGHBPlQZOp",25479
448,The kind of people who believe they'll spend eternity with Me are not the kind of people I want to spend eternity with.,48915
449,"Gee, if only I had made My position on adultery explicitly clear...All kidding aside, you eat shit and you die, Franklin Graham.https://t.co/gFjwPsXcpD",13862
450,#StarWarsDay always reminds Me of the time I told Jesus I was his father and he had the same reaction Luke did.,15466
451,"If what other people think of you, what you think of yourself, and who you actually are ever met, the three of you wouldn't recognize each other.",28038
452,Paying attention to Kanye West is a choice.,77537
453,That's a nice Twitter account you have. Sure would be a shame if something happened to it because you didn't retweet this.,18527
454,"MARCO, god of losers, who likes you? Puny MARCO, your hypocrisy surrounds you. You're ruled by the raging gun lobby; they fill your swelling coffers. Theirs are your policies, theirs your office; they fund your world and everything in it. NRA $3,303,355: '15-'16. https://t.co/gQKL6U8Fwz",14357
455,Only one species on Earth is so arrogantly alienated from its ecosystem it has to set aside a day just to reluctantly acknowledge it lives on a planet. #EarthDay,60430
456,My Twitter account is evidently a cry for help. https://t.co/5EUcUa3aj4,39611
457,The Marvel Universe is way cooler than mine.,51757
458,The #SyriaStrikes are a direct response to the devastating and unprecedented attack on Monday that left hundreds of Michael Cohen’s records seized.,26160
